Post,Title,Comment,Query,Contents
112,"RTL failure, resulting in crash",1,"Hi all, Just had an interesting crash. Flew my large X8 (28in props, 6S) and went to test RTL. It worked well, but when it went into the landing phase, the motors dropped to idle at 30m and pancaked into the ground. The craft is totaled, and the SD card is cracked. I have a Tlog and the param file, but I couldn’t get the SD card to work. From the Tlog, it all looks fine until it begins to descend home. Can anyone help? Is this a known bug? This craft is overpowered, it’s meant to fly a larger payload. My plan was to do a short test flight with no payload, then add my payload for a more comprehensive test.",* (9.3 KB) * (553.1 KB)
112,"RTL failure, resulting in crash",2,"Hi all, Just had an interesting crash. Flew my large X8 (28in props, 6S) and went to test RTL. It worked well, but when it went into the landing phase, the motors dropped to idle at 30m and pancaked into the ground. The craft is totaled, and the SD card is cracked. I have a Tlog and the param file, but I couldn’t get the SD card to work. From the Tlog, it all looks fine until it begins to descend home. Can anyone help? Is this a known bug? This craft is overpowered, it’s meant to fly a larger payload. My plan was to do a short test flight with no payload, then add my payload for a more comprehensive test.","I’ve had a look at the tlog, and I’m afraid I don’t have a clear answer on what happened. The RTL was going fine until it suddenly stopped sending telemetry packets for 2 seconds. The radios were still communicating, but no data was coming through from the pixhawk for a couple of seconds at the crucial time. That is unlikely to be coincidence. I can’t even tell for certain if the vehicle disarmed as it doesn’t send any more HEARTBEAT packets. It does send a few other packets (such as one GLOBAL_POSITION_INT which shows the altitude). It also sent one VFR_HUD packet showing throttle at zero, which probably means it did disarm, but that is not certain. Note that disarming should not stop it sending telemetry. Without the DF log I can’t tell for sure if this was a hardware or software failure. I know that doesn’t help you. I can tell you that it didn’t reboot as the timestamps didn’t reset. Sorry I can’t be more helpful!"
112,"RTL failure, resulting in crash",3,"Hi all, Just had an interesting crash. Flew my large X8 (28in props, 6S) and went to test RTL. It worked well, but when it went into the landing phase, the motors dropped to idle at 30m and pancaked into the ground. The craft is totaled, and the SD card is cracked. I have a Tlog and the param file, but I couldn’t get the SD card to work. From the Tlog, it all looks fine until it begins to descend home. Can anyone help? Is this a known bug? This craft is overpowered, it’s meant to fly a larger payload. My plan was to do a short test flight with no payload, then add my payload for a more comprehensive test.","the last VFR_HUD indicates a throttle demand of 0% , during the climb, there is some sensor clipping due to vibrations, but I doubt that was the reason Motor PWM is also lower during the last part of the climb, than hover… unusual. I am pretty sure there’s an error that explains it in the dataflash log (not all messages make it over the radio) there is enough time between the “good flight” and the “throttle demand = 0” lines to have space for some serious error or something that trigged crash detection. try to get the dataflash log. (not sure you had trouble with the SD after the crash, or before, and have no logs)"
112,"RTL failure, resulting in crash",4,"Hi all, Just had an interesting crash. Flew my large X8 (28in props, 6S) and went to test RTL. It worked well, but when it went into the landing phase, the motors dropped to idle at 30m and pancaked into the ground. The craft is totaled, and the SD card is cracked. I have a Tlog and the param file, but I couldn’t get the SD card to work. From the Tlog, it all looks fine until it begins to descend home. Can anyone help? Is this a known bug? This craft is overpowered, it’s meant to fly a larger payload. My plan was to do a short test flight with no payload, then add my payload for a more comprehensive test.","Thanks for the reply. The vehicle flipped over and pancaked from about 25m. At 13kg AUW, the entire top of the drone was destroyed. Thankfully, the batteries didn’t rupture, but they were also badly damaged in the crash. The SD card that was inserted into the pixhawk was cracked in half. I might look into data recovery on the SD card, but the Tlog is currently all of the data I have."
113,It is possible to add some new sensors in pixhawk?,1,"Hi! I trying to add a sensor(MLX90614-Infrared Thermometer) using I2C port. but pixhawk board very difficulty. I’ve got some information for add new sensor, first, create driver code(sensor.h/sensor.cpp) in PX4Firmware. second, create library code in Ardupilot finaly, use the library in arducopter code It’s that right?? Please give me some information, how to implement new sensor in pixhawk or code. thank ","You need to develop a MLX90614 driver for the PX4. This is not an easy task for a beginner, but if you have a strong programming background it can be done without too much difficulty.  Look at the batt_smbus driver as a good example of a well done I2C driver. General steps: -Develop driver -Test in nsh -publish data with uORB -Subscribe to data where appropriate (i.e. usercode.cpp if simple) -Do something with data like log it or create a new MAVLINK message -If new MAVLINK then you can view the data using a GCS via the telemetry feed If you need help, consider finding a programmer with PX4 experience - message me for suggestions."
113,It is possible to add some new sensors in pixhawk?,2,"Hi! I trying to add a sensor(MLX90614-Infrared Thermometer) using I2C port. but pixhawk board very difficulty. I’ve got some information for add new sensor, first, create driver code(sensor.h/sensor.cpp) in PX4Firmware. second, create library code in Ardupilot finaly, use the library in arducopter code It’s that right?? Please give me some information, how to implement new sensor in pixhawk or code. thank ","*  Thanks!! your reply. I’m Beginner, but I will try hard."
113,It is possible to add some new sensors in pixhawk?,3,"Hi! I trying to add a sensor(MLX90614-Infrared Thermometer) using I2C port. but pixhawk board very difficulty. I’ve got some information for add new sensor, first, create driver code(sensor.h/sensor.cpp) in PX4Firmware. second, create library code in Ardupilot finaly, use the library in arducopter code It’s that right?? Please give me some information, how to implement new sensor in pixhawk or code. thank ","Hi B-rad I,m trying to develop a driver for the HTU21D (Humidity/Temperature Sensor) using I2C. I can do that it works in the file ArduCopter.cpp following the next instructions: _dev_temp_RH->transfer(&read_temperature,1,nullptr,0); hal.scheduler->delay(40); _dev_temp_RH->transfer(nullptr,0,lectura,2); The main problem is that delay is too much and the px4 will reboot. However, i obtain the temperature of the device. Can you give any suggestion for implement the driver within the PX4firmware? In order to add an interruption for this I2C ."
114,Mapping: too many pictures,1,"I have been trying for some time unfortunately without result with my Copter to map, but more images are generated as in the log. As an example: 135 camera shots and 153 pictures in the camera. When I manually trigger the camera, the number of images on the SD card matches with the log. I believe the Pixhawk Lite  shoots at each turn a picture more and does not save this in the log. Großer Quad. 15,5"" Props. Mission Speed 3m/s. Large Quad. 15.5 ""Props. Mission Speed 3m/s. AndruCopter: 3.3.3 Cameras: SJ4000 with remote servo, alternatively Canon S200 with CHDK remote cable. All Data here: *",wich software are you using? to render?
114,Mapping: too many pictures,2,"I have been trying for some time unfortunately without result with my Copter to map, but more images are generated as in the log. As an example: 135 camera shots and 153 pictures in the camera. When I manually trigger the camera, the number of images on the SD card matches with the log. I believe the Pixhawk Lite  shoots at each turn a picture more and does not save this in the log. Großer Quad. 15,5"" Props. Mission Speed 3m/s. Large Quad. 15.5 ""Props. Mission Speed 3m/s. AndruCopter: 3.3.3 Cameras: SJ4000 with remote servo, alternatively Canon S200 with CHDK remote cable. All Data here: *",I use Pix4d mapper with a throwaway user. Projects that I have done with an fixed Wing Modell have worked. There has everytime  match  the number of pictures with the Log and I could geotag the images with Mission Planer.
115,Trikopter support channel selection on Pixracer,0,Hi there i have ha smal trikopter a quantum trifecta and want to get it fly. but the majer problem is that the servo need to put on chanel 7 but the pixracer has only 6 so where do i put the servo ? can the parameters be changed so that i use chanel 1-4 and haave 2 aux  options? some pics of the project all the 3D printed parts are developed from me if there are intrests Pn me * * *,
116,Sloppy altitude control in loiter,1,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!",Don’t know what your copter looks like which effects how it flies.  Altitude will drift by 10 or 15 meters based on conditions.  Since altitude is controlled by air pressure if you fly in one direction the copter may build up air pressure and cause it to rise or if its on the back side may cause a vacuum and it will fall.  If the copter is fully enclosed like the Phantom it should not have this problem.
116,Sloppy altitude control in loiter,2,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!","* Thanks for replying! So 10-15 meters of variance is considered acceptable? I’m within that I guess, but it still seems a lot. Does this mean that ArduCopter will give more weight to the pressure sensor than the GPS? Since Loitering already requires a GPS and I never Loiter without a HDOP above 1,5 (not sure about my VDOP) I would assume that GPS is more precise than the pressure sensor, except for when the craft does micro-adjustments. I’m currently running a Quanum XJ470, the Pixhawk unit is pretty open and would probably be subject to wind."
116,Sloppy altitude control in loiter,3,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!","Yes, very little weight if any is given to the GPS altitude.  GPS altitude is not very reliable in most cases. Loiter only uses the GPS for position and not altitude. Mike"
116,Sloppy altitude control in loiter,4,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!","Thanks Mike. So I tested again just now, and you are correct, it does indeed correct itself. Funny thing is: If I do some semi-agressive maneuvring it loses height. When I let go of the sticks it will slowly ascend a little bit, so its like it is aware of the fact that it is losing a little bit of height, but it prioritizes right-stick/yaw behavior over throttle. As long as I have more than enough power in reserve, why doesn’t it just keep the desired altitude at all times instead of allowing itself to lose alt and then compensate after I’ve stopped? Maybe I’m too picky here, maybe the pressure change after stopping causes it to realize its too low. I haven’t looked at the logs yet."
116,Sloppy altitude control in loiter,5,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!",That topic has been talked about before.  The copter is doing what you ask and does not hold altitude but do what you want and fly faster.  You can adjust the lean angle to not allow it to lean as far which will also reduce the forward speed but will help to keep altitude.
116,Sloppy altitude control in loiter,6,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!","Thanks. Do you happen to remember which forum it was discussed in? I could understand the logic if the copter was at max power, but as it isn’t I don’t understand why it doesn’t both fly faster and keep its altitude."
116,Sloppy altitude control in loiter,7,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!",*
116,Sloppy altitude control in loiter,8,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!","I’ve been reading up a bit, and for me I got good results from changing the EKF_ALT_NOISE parameter to 7, giving less weight to the pressure sensor and more to the GPS. I’m running a good GPS on this unit (ublox m8n), and also reduced the  GPS_HDOP_GOOD value somewhat to make sure I have a good quality GPS lock before I can use any flight mode requiring the GPS. The first tests were promising, I can’t see any altitude loss when maneuvring in loiter mode now. Will continue testing tomorrow."
116,Sloppy altitude control in loiter,9,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!","Altitude can drop, particularly with fast flying, My APM controlled F450 does this regularly.  However I have never seen anything that dropped 15 meters.  10-15 feet perhaps.  So, no, I don’t think 15 meters is considered acceptable.  If I were that bad I would be looking for another flight controller. If you’re interested in a fix this might give  a clue how to go about that."
116,Sloppy altitude control in loiter,10,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!","Had this happen to one of my APM 2.6 flight controllers, after months of normal flights. Tried reloading the firmware, reinstalling the default config, different GPS, …    Nothing worked. Finally figured that the barometer (used as the altimeter) on the flight controller had failed. Sure enough…  A new flight controller (this time I upgraded to a APM 2.8 with side connectors). Used the same everything else.   Now it’s stable as a rock.  (And when I say stable as a rock…  less than 1"" movement in any direction, or up/down, even with wind.)"
116,Sloppy altitude control in loiter,11,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!",you can solve? I have the same problem. how can I know if there is something wrong with the barometer of my controller?
116,Sloppy altitude control in loiter,12,"Hi all, this is a problem I have seen with both of my pixhawk-equipped drones: During loiter if I do some maneuvring (semi-aggressive yaw while forward flight or something) my quad will lose atitude to the point that I have to give aggressive throttle up in order to save it from touching the ground. It doesn’t seem like altitude control is as locked-in as I’d like. From what I can understand the idea is that the unit should attempt to keep current altitude as long as the throttle stick is centered or within the deadband range around center when in loiter. I find that when testing this by flying 3-4 meters above ground it will loose too much altitude and get dangerously close to ground. I have more than enough power in my unit (hovers at about 40% stick), I just get the impression that arducopter prioritizes control input in the horizontal plane more than in the vertical plane. IMHO it should be the opposite, avoiding hitting ground should be more important than reacting to horizontal movements. In any case my unit has more than enough power for both. Is there anything I can tune to make my unit keep its altitude more precisely? What alt range should I expect from my unit? Comparing with my old phantom 2 that unit is able to hold altitude extremely well… Any pointers appreciated!","It may worth to disassemble plastic enclosure and to check/fix APM in a following way:   MS5611 barometer chip needs to be covered by a piece of foam to protect it from airflows and wind gusts. Put there some light and soft foam in case there is no foam installed on top of chip. Don’t glue it.   MS5611 barometer chip is sensitive to the light and even LEDs on APM board able to introduce measurement bias. So it is good to use not just a foam but dark and moderately dense foam.   regards, Dmitry"
117,Not stable take off in stabilize mode but smooth flight,1,"Hello, I have almost everytime small issue during take off in stabilize mode @pixhawk and arducopter 3.3. When hexacopter is on the ground and I’m increasing throttle, drone starts to tilt to one side. According to log file, motors one the one side are running faster than the others.  *  I did calibration of accelerometers and compass several times. ESCs, motor balancing, Auto Analysis is ok. I need to compensate this tilt by pitch/roll stick. Once when the copter is in the air, everything is fine. Maybe my starts are too slow… but still - I don’t understand to this behavior. I’m going to try other modes (AltHold, Loiter) for take off.  Please check the log file:* Thanks, I.","So far I can see in your log file (few areas in the log has been checked) you have a difference between measured roll angle and desired roll angle when your drone is landed. As soon as it taking off it seems that mentioned values get converged. Cannot be definitely sure but root cause could have some relation to poor-leveled landing gear or not-leveled landing place. Unsure, but it might have relation to poor-leveled controller dampening/mount. Also, I believe you need to perform accelerometers calibration once more and to pay especial attention to drone leveling at position “level”. IMHO it is most important position for calibration procedure. p.s. it is good practice while taking off is to take it quickly to altitude about 1.0-1,5 meters and then hover it. This way your drone could avoid turbulence from his own airflows reflected from the ground. regards, Dmitry"
117,Not stable take off in stabilize mode but smooth flight,2,"Hello, I have almost everytime small issue during take off in stabilize mode @pixhawk and arducopter 3.3. When hexacopter is on the ground and I’m increasing throttle, drone starts to tilt to one side. According to log file, motors one the one side are running faster than the others.  *  I did calibration of accelerometers and compass several times. ESCs, motor balancing, Auto Analysis is ok. I need to compensate this tilt by pitch/roll stick. Once when the copter is in the air, everything is fine. Maybe my starts are too slow… but still - I don’t understand to this behavior. I’m going to try other modes (AltHold, Loiter) for take off.  Please check the log file:* Thanks, I.","Hi, thanks for the investigation and tips. The screenshot is from the Mission Planner ? How did you config like that ? Multi-y axes, waypoints, nice tooltip… ? Difference between rolls is before or during take off? I suppose the difference should be corrected really quick when the take off starts… The copter has been leveled on the ground in my flat so it should be leveled properly. I will check it again. I."
117,Not stable take off in stabilize mode but smooth flight,3,"Hello, I have almost everytime small issue during take off in stabilize mode @pixhawk and arducopter 3.3. When hexacopter is on the ground and I’m increasing throttle, drone starts to tilt to one side. According to log file, motors one the one side are running faster than the others.  *  I did calibration of accelerometers and compass several times. ESCs, motor balancing, Auto Analysis is ok. I need to compensate this tilt by pitch/roll stick. Once when the copter is in the air, everything is fine. Maybe my starts are too slow… but still - I don’t understand to this behavior. I’m going to try other modes (AltHold, Loiter) for take off.  Please check the log file:* Thanks, I.","My screenshot is from APM Planner, I just removed some extra view options to make it more clear. So far I can see the difference between rolls is while your copter is on the ground. As soon as it takes off roll values get converged. Unsure, but here is a chance you have no issue at all. It could be a way you taking drone off may lead to behaviour like that."
117,Not stable take off in stabilize mode but smooth flight,4,"Hello, I have almost everytime small issue during take off in stabilize mode @pixhawk and arducopter 3.3. When hexacopter is on the ground and I’m increasing throttle, drone starts to tilt to one side. According to log file, motors one the one side are running faster than the others.  *  I did calibration of accelerometers and compass several times. ESCs, motor balancing, Auto Analysis is ok. I need to compensate this tilt by pitch/roll stick. Once when the copter is in the air, everything is fine. Maybe my starts are too slow… but still - I don’t understand to this behavior. I’m going to try other modes (AltHold, Loiter) for take off.  Please check the log file:* Thanks, I.","As * said, be aware of not spending too much time on the ground spooling up, as errors build up over time and can lead to problems. Getting the copter off the ground promptly is important, but it only needs to be to a metre or so. Don’t forget you also have ground effect to deal with. Most new builds I find tend to want to tip on first takeoffs, mainly because you spend too much time spooling up."
118,The bug of Copter-3.3.3,1,"When I make the example of RangeFinder in the folder “C:\pixhawk_toolchain\ardupilot-3.3.3\libraries\AP_RangeFinder\examples\RFIND_test”, there are some error like below  *  Is this the bug of Copter-3.3.3?  Anyone know about it?         ",Why no body answer me?
118,The bug of Copter-3.3.3,2,"When I make the example of RangeFinder in the folder “C:\pixhawk_toolchain\ardupilot-3.3.3\libraries\AP_RangeFinder\examples\RFIND_test”, there are some error like below  *  Is this the bug of Copter-3.3.3?  Anyone know about it?         ","Your post has only 1 day, you need to wait, this is a volunteer forum support, not a paid one. Now, can you explain what you want to know? Your question isn’t clear."
118,The bug of Copter-3.3.3,3,"When I make the example of RangeFinder in the folder “C:\pixhawk_toolchain\ardupilot-3.3.3\libraries\AP_RangeFinder\examples\RFIND_test”, there are some error like below  *  Is this the bug of Copter-3.3.3?  Anyone know about it?         ","Thank you for your reply, and I was only in a hurry, Some sensors have examples test program, I make the RFIND_test with Eclipse on windows like below to test my lidar but the complization failed, I want to know is there any problem of the test program. Thank you again for your help!"
118,The bug of Copter-3.3.3,4,"When I make the example of RangeFinder in the folder “C:\pixhawk_toolchain\ardupilot-3.3.3\libraries\AP_RangeFinder\examples\RFIND_test”, there are some error like below  *  Is this the bug of Copter-3.3.3?  Anyone know about it?         ","It is possible that examples don’t compile in that version of code. Not many people use them so sometimes they get outdated. You may try the master branch, although some examples also don’t work."
119,"Help with log please, unexpected behaviour",0,"Dusk flight yesterday evening, all going well until I could see the quad swaying about so started to descend at which point, when I could see her clearer, she then starting pitching about too. Anyway, she landed fine, no damage. In the video, you can see the front right arm dive across the front of the camera lens (0:19) which is clearly indicated in the log, then a minute or so later, the log shows her pitching quite badly for about 30 seconds, she’s fine after that. I have been tuning the gimbal which carries a mirrorless camera so all up, the gimbal weighs >1.5kg so quite a heavy load although the quad is X8 with up to 20kg thrust. Initially I wondered if the gimbal had pitched violently but the camera holds level. The graph attached appears to show Pixhawk countering the movement which might imply there was a temporary mechanical failure of some sort although the current graph doesn’t show any spikes apart from the event itself. * If anybody knowledgeable on logs could have a look, that would be great… Thanks. Logs: *…",
120,How to activate Mission_Start > Do Action,0,"Dear all, It’s about starting a mission in MP1.3.39 by using my laptop only.(so without Radio Control- unit) As I’m trying to start a mission in the Actions-tab by ‘Do Action’  in Mission_Start after Arming, nothing will happen, My Quad just disarms after a couple of seconds. Only… when I use my RC- unit (DX8) with a small Throttle offset I can start as an Auto mode. My question is: how can I start a pre-saved Waypoint- file Without interacting my RC- unit? (So as a fully autonomous mission) I just prefer to have my RC-unit standby for emergency cases. I hope I succeeded in makking clear my ‘problem’ thank you so much for your prompt reply. Alex",
121,Always send MAVLink Data?,1,"Greetings! Is there a way for MAVLink Data to be broadcasted without it being requested by an MissionPlanner like App sitting on a Tablet? I’m running a * / * combo which allows for MAVLink Data to be transmitted ( CRSF ) and displayed ( Horus ) but not without the MAVLink Data first being jumpstarted into motion by temporarily connecting an App like MissionPlanner to the System kind of defeating the purpose of not needing a Tablet for basic operation like keeping tabs on height, distance, battery voltage, etc… Thanks in Advance! Durahl =)",I guess it would be possible to start automatically. You could scan for a Mavlink autostart script on the flight controller SD card with parameters you want to send and use it if it is found.  It is true that FrSky is currently only a one way link I think and even when it isnt there will be legacy RC so it would be a good idea.
121,Always send MAVLink Data?,2,"Greetings! Is there a way for MAVLink Data to be broadcasted without it being requested by an MissionPlanner like App sitting on a Tablet? I’m running a * / * combo which allows for MAVLink Data to be transmitted ( CRSF ) and displayed ( Horus ) but not without the MAVLink Data first being jumpstarted into motion by temporarily connecting an App like MissionPlanner to the System kind of defeating the purpose of not needing a Tablet for basic operation like keeping tabs on height, distance, battery voltage, etc… Thanks in Advance! Durahl =)",I was able to solve the issue by actually following the recommended SRx Settings in the CrossFire Manual. I initially had the Telemetry settings applied to the wrong Serial Port and while it would still transmit Data to the Tx once the dataflow had been set into motion by an external source like my Surface PRO running Mission Planner ( hence my idea of using the proper Serial ) changing it to the proper SRx Port would automatically broadcast it without the use of an App requesting it beforehand =)
